ID,Title,Post,Tag
554,accessible software for creating and restoring system image,check out   http://www.drivesnapshot.de/en/index.htm,Answer
557,accessible software for creating and restoring system image,"hi everyone,    thanks for the help, since i couldn't find anything that seemed completely accessible with jaws i have just used the windows built in function for creating a system image, as far as creating the image that part is completely  accessible , the downside is that if i need to recover my pc using the system image i'll need some sighted assistance  to help since that part wont' be supported by jaws or any other tts software. so although not an ideal solution, at least i've got the system image stored for if i ever need it. again thanks everyone for the reply's      paul",Answer
558,accessible software for creating and restoring system image,"hi,  drive snap shot is pretty good.  when i was using it a few years ago, it was a portable file, meaning it could be used from a external drive or cd.  have you heard of win pe disks?  there are win pe disks with nvda included.  you would boot the pc with the win pe disk.  you would have speech using nvda.  now run the drive snapp shot from your portable drive to restore the pc from a previous saved image.  maybe you can ask someone on this list, or google more info on win pe disk.",Answer
559,accessible software for creating and restoring system image,"hi robert,    nope, i haven't heard of win pee disk, but that sounds just like what i was  after. i'll go take a look  on google to get some more info on it, but huge  thanks for letting me know about it.    paul",Answer
560,accessible software for creating and restoring system image,"robert, when the talking winpe is used to boot the pc, what does one   exactly have to do to restore an image from the flash drive after   inserting it into a usb port? is it a simple matter of entering on the   image file or is it more involved?  the program for drive snapshot is still a stand alone (portable) program.",Answer
561,accessible software for creating and restoring system image,"after booting the talking win pe disk, just use nvda to navigate to your drive containing the portable drive snapshot program.  now in the drive snapshot program choose restore and follow the prompts.  its been over 2 years since i have done this.",Answer
562,accessible software for creating and restoring system image,"oh, sounds simple enough. thanks.",Answer
563,accessible software for creating and restoring system image,"you mean narrator, the wonderful and vaunted narrator, doesn't support its own manufacturer's software? how surprising!",Answer
564,accessible software for creating and restoring system image,"some people say windows backup works, but i cannot verify it. i        can, however, heartily recommend, with verification, the        following:             http://www.terabyteunlimited.com/image-for-windows.htm",Answer
565,accessible software for creating and restoring system image,"hi,  i had the same problem.  i tried just about every package out there and found nothing jaws will work with.  when i asked tech support, they just said jaws didn't support any software to backup or image or clone hard drives???  i thought that was a basic function of all pc users but apparently jaws does not:-(  -steve",Answer
566,accessible software for creating and restoring system image,"hi steve,         thanks for the link, i ll go check it out.         paul",Answer
567,accessible software for creating and restoring system image,"i have use ghost  with jaws to clone a small drive to an bigger ssd!    jonas voll  support technician i  envision, inc.  2301 s water st  wichita,  ks 67213  o: 316-425-7141  f: 316-267-4312  www.envisionus.com    envision: to improve the quality of life and provide inspiration for the blind and visually impaired through employment, outreach, rehabilitation, education and research.",Answer
568,accessible software for creating and restoring system image,"i think you'll like it. the one thing you'll want to do is to        enable accessible checkboxes in settings. makes it a little easier        to navigate certain screens. also, you should know that one screen        shows checked items not as checkboxes but marked with an x that        can only be detected by screenreader cursors, not the        read-current-line function of a screenreader when said box is        checked. it's the one annoyance that program has, but it's easily        overcome once you use your screenreader's mouse cursor to read the        line.",Answer
569,accessible software for creating and restoring system image,"hi steve,         thanks for the notes, i d have not even known there was an accessibility option  if you hadn t mentioned it, plus it s good to know about needing to use jaws cursor too.         paul",Answer
570,accessible software for creating and restoring system image,"glad to help. i have been a user and proponent of this product        and its company since windows xp days, probably nine or ten years        now. every time they come out with a new revision, i write them        and thank them for remembering to keep their product accessible by        screenreader users. seems to be working, as they haven't broken        anything yet!",Answer
571,accessible software for recovering broken .wav files,"hi, it's   annabelle.        i'm trying out vlc   media player to recover a broken .wav file, and i can't seem to access the   parameters with jaws. is there a screenreader friendly  solution for me to   solve the problem of broken .wav files and restore them back to working   order?",Help
572,accessible software for recovering broken .wav files,"that is easy. use a player named potplayer. start your playback, in  the broken instance pause with spacebar and move around with jaws  cursor; you would immediately get located  the minute your track is  in.",Answer
575,accessible software for recovering broken .wav files,a wav file that won't play.          bill white  billwhite92701@...,Answer
576,accessible software for recovering broken .wav files,"by broken wave file, i mean one that came from a damaged, formatted, or  corrupt partition on a hard drive. when i go to play back a wave file,  whether it's in audacity, windows media player, or any other media player,  all i hear is loud static instead of the original 24 bit, 44,100 khz  waveform that i recorded within sonar.",Answer
577,accessible software for recovering broken .wav files,"no, i assumed you were asking about getting the broken instance info",Answer
578,accessible software for recovering broken .wav files,"that is another story, not player related",Answer
579,accessible software for recovering broken .wav files,"so i'm wondering if there's a software out there, accessible to jaws and  other screenreaders, that can repair .wav files and restore them back to  working order.",Answer
580,accessible software for recovering broken .wav files,"if the .wav file was in the corrupted area of your hard disc, that may not be possible.  i'd suggest speaking with microsoft accessibility support.    richard",Answer
581,accessible software for recovering broken .wav files,"what actually happened was, i formatted the drive by accident. i don't think  it was actually corrupted, just reformatted. so i'm trying to recover .wav  files from a formatted partition.",Answer
582,accessible software for recovering broken .wav files,"if you have not written over that file, i'll bet microsoft accessibility could help recover it.   richard                               the secret is not to make your music louder, but to make the world quieter.          - mitch    albom   from the magic   strings of frankie presto, page 1",Answer
583,accessible software for recovering broken .wav files,"annabelle, i agree with richard, although i could be wrong if   microsoft's accessibility answer desk does have a way to repair the wav   files. it would be interesting to see what they say. do post back.    800-936-5900.",Answer
584,accessible software for recovering broken .wav files,"you might use one of the recovery utilities such as recova (not a  typo) to recover the files.  this will only work if you did a quick  format when you did it by accident.  there are also services which can  do this, but they might cost hundreds.",Answer
585,accessible software for recovering broken .wav files,"i have icare recovery pro, which i'm trying out for free, but i'm soon to  purchase a license code for the software. the commercial license is $89.99  for two machines, but tom from the icare recovery company says he's giving  me a discount of $71.99, and on top of that, he's going to give me  licenses  for additional machines for free!",Answer
586,accessible talking calendar,"hello fellow listers,     has anyone ran across an accessible talking calendar app. some other software than actual reminder.",Help
587,accessible talking calendar,check out calendar from webbie which was designed to be accessible with  screen readers:        https://www.webbie.org.uk/calendar/index.htm            gerald,Answer
588,accessible testing tools to work with jaws 17 and visual studio community 2015,"hi. using jaws 17, and visual studio community 2015. doing a diploma it course, but, wondering, tried microsoft test server, but not very accessible. so, need to run    automated  tests for a subject, intro to object orientated programming c #, and using windows 10 64 bit pro. and now, was wondering, what more accessible testing tools, have you used to do automated testing for visual studio, c # projects. any ideas. doing this course from http://www.upskilled.edu.au, and waiting to see if my lectuer has a free copy of visual studio pro 2015 or ultimate. but in the mean time, tried googling, and trawling through about 10 or more pages as i write. so tapping your minds, any ideas. and also using http://www.pluralsite.com, which is part of upskilled, video training, but can read the transcript in the browser. if i click on a link, the video starts playing. more accessible then http://www.lynda.com, and they are redesigning the site for blind people. i am on the accessibility beta team, and will test with four browsers. so this will be a 12 month project, as they got purchased by http://www.linkedin.com.  any ideas, or any one in the same situation. do not have a credit card, and now, using the free community visual studio 2015 32 bit, but no testing options, in the video, says to click on the solution for the test project, click on window, then click on test manager. unless i need the pro version of visual studio. any ideas.  marvin.",Help
589,accessible twitter client for windows 10,"hi all of you,    i'm searching for a free accessible twitter client for windows 10.  i've try theqube and tw blue, but both of them are having problems in  terms of its keystrokes, functions and  usuability. can anyone here suggests any other twitter client that  works on windwos 10?    thanks",Help
590,accessible uninstall program,"hi,         can anyone recommend a good uninstall program? i know windows has one, but as far as i am aware  the standard windows uninstaller tends to leave parts of files  on your pc. i used to use revo uninstall  which uninstalls programs but then scans for left over traces of the program and then removes those two, but it looks like this doesn t work with jaws, so i was just wondering if anyone s has any alternative suggestions which work well with jaws?         paul",Help
591,accessible uninstall program,hi:     revo can work with jaws accept you have to use the jaws curser to get around in the program.     its not perfect,Answer
592,accessible uninstall program,"if you're looking to try something different, i've heard the best   uninstaller is call geek uninstaller.  you can get this uninstaller at  www.geekuninstaller.com    when you down load the file it will come in a zip folder so you don t   have to install this because it s portable. just use 7zip to   uncompressed it and start using it.    it is also compatible with all screen readers and versions of windows.",Answer
594,accessible uninstall program,"hi mario,    thanks for the link to geek uninstall, just given it a try and exactly what  i was looking for . thanks for the help    paul",Answer
595,accessible vpn service,"hello list,  haven t paid this topic much thought, but with the recent rollback in ispn regulations on privacy, i figured it would be something worth familiarizing myself with to perhaps get one for the house.  the sighted wife uses a vpn on her ipad to watch german language content since she s from over there, but since she doesn t have to worry about screen readers and whatnot, i thought i d ask around on these lists to see what other screen readers and users of mobile devices are using?  free or paid, it doesn t matter. nothing overly complicated if possible and something capable of handling an entire house of connectivity or whatever that may entail. both my wife and i run our businesses from home and have the standard set up. ac duel channel router, surfboard modem with 300mb down with twc etc.  in my case, i m using jfw 18 on both a laptop and desktop. along with i-devices with voiceover.   any suggestions on a service or in general what i should pay attention to would be appreciated.  thanks,",Help
596,accessible vpn service,"jonathan mosen s  blind side  podcast is sponsored by a vpn service he uses and recommends. when i googled  jonathan mosen vpn  i found the following:           please support the blind side by checking out hma vpn.      http://www.mosen.org/hma            regards,     sieghard",Answer
597,accessible vpn service,"i have been using surfsolo vended by a german company securstar for over a year and find it fully accessible.      it costs around $75.00 u.s. per year and is for one license on one  computer.  so, it is a bit pricey; however, it is a high-quality  product, works well and adds a few seconds delay for each internet  transaction.  this basic version allows you to select from three  servers, one in the u.s., one in the netherlands and one in the united  kingdom.  you can not use it while streaming netflix as netflix does not  allow its stream to go through a vpn and it does not apply to your  client-side or server-side e-mail; however, they give you a free secured  e-mail address that you can use if you wish.      the set up is a bit tricky, but once set up you will see a surfsolo icon  in the tray.  by clicking the icon, you can start or stop the vpn  (which is in stopped status upon system boot), select one of the three  servers (one you designate as your default, test the connection and set a  few optional parameters.      i have also used securstar's drivecrypt program for more than ten years  to create encrypted virtual containers (files) for sensative  information.  once encrypted, i feel perfectly safe to leave the file (virtual disk) on my hard drive.      ron",Answer
598,accessible vpn service,"not going to work for me. again, as i mentioned, i m looking for something to cover multiple devices.",Answer
599,accessible vpn service,"we use cisco anyconnect secure mobility client           it is accessible but i have no information on how it s licensed, etc.  this is a us federal government agency so i m sure they procure large license capacity.  i put a hotkey in the shortcut so i can land right  in the app.  i use it to login to our systems from home/remote when necessary and it s been accessible.",Answer
600,accessing a cookbook,"hi all,      as i have lost more vision, even using a video magnifier for reading cookbooks is not feasible.  i save my favorite recipes into word documents so that i can easily read them with speech.  i have downloaded some   cookbooks from book share and typically have read those with my booksense (which i really don t use much anymore).  i think i have a one cookbook that i downloaded to voice dream reader on my phone, (i think from bookshare), that was tagged in such a way that   i could arrow through recipe titles, although maybe i bookmarked the interesting recipes using a bookmarke list to skim through my favorite ones.                anyway, as i see a new book i might like, i m wondering if any of you have tried using an epub version on your desktop or phone or if kindle format works.  i have not tried the kindle desktop version, nor do i   know how to read an epub on my desktop.  i ve used the kindle app and voice dream for this on my phone.               any suggestion on what you ve found that works if you want a specific cookbook?  i know many say to just search for a recipe online, but i find many recipe websites inaccessible or cumbersome.  plus, there are   times when i really get excited about a particular set of recipes offered in a book.                            this communication may contain privileged and/or confidential information. it is intended solely for the use of the addressee. if you are not the intended recipient, you are strictly prohibited from disclosing, copying, distributing or using any of this information. if you received this communication in error, please contact the sender immediately and destroy the material in its entirety, whether electronic or hard copy. this communication may contain nonpublic personal information about consumers subject to the restrictions of the gramm-leach-bliley act. you may not directly or indirectly reuse or redisclose such information for any purpose other than to provide the services for which you are receiving the information.     127 public square, cleveland, oh 44114       if you prefer not to receive future e-mail offers for products or services from key   send an e-mail to mailto:dnerequests@... with 'no promotional e-mails' in the subject line.",Help
601,accessing a cookbook,if you are using a screen reader like jaws there is a program called codex that can help with epub materials. if you want package directions for preparing foods you can go to directionsforme and look up the product and get all of the information. i would copy the recipes out of a book from bookshare and put them in word so it is easier to find the recipe in the future.,Answer
602,accessing a cookbook,"i have a folder of recipes, and when i want to make a particular recipe, i copy it into my dropbox folder and use my iphone  to follow directions.",Answer
603,accessing a cookbook,"hi robin,    i use various methods to access cookbooks.    if you get books from bard, they have quite a few cookbooks.  most of the ones i have gotten lately have been pretty well marked so you can easily access the chapters and recipes within each chapter.  i use the victor stream for reading these, but i imagine you could also use the bard iphone app, although i am not sure if you can navigate by headings to go directly to each recipe using that app.    i also find that the kindle cookbooks are fairly accessible now, both by the kindle app and the kindle program on the pc.  kindle on the pc works with nvda, and now seems to work pretty well with jaws 18.    i have also imported cookbooks from bookshare into qread, which works very well.    there is a program called cdbf, which we have used for years on the pc to store our own recipes.  there is a cdbf app for the iphone which i have downloaded and tried, but i have not yet gotten it to import all of my recipes correctly from the desktop program.    anyway, i hope this is of some help.    pam        ________________________________________",Answer
605,accessing addin toolbar buttons in firefox,"i'm attempting to use the last pass add-on for firefox. the  documentation states that buttons for it's functions should appear in  the firefox toolbar. i am unable to access the tool bar with jaws, is  it possible to access the tool bar and if so how do you do it?",Help
607,accessing an e-mailed document in google sheets,"hello, everyone.     someone has sent me an e-mail, giving me access to a google sheets document.     however, when i hit enter on the document link, jaws says nothing.  i can t navigate it either with the arrow or tab keys.     i have tried this by turning the virtual cursor both on and off, but still have had no luck.     i use firefox as my main internet browser.     any helpful suggestions would be appreciated.     i have my own google account, so general access should not be an issue.     thank you!     tom behler",Help
608,accessing attachments in outlook 2016,"the subject lione says it all.  i just tried to access my first attachment  in outlook 2016.  i opened the message and tabbed and found the attachments  vbutton, but could not activate it.  how does one access attachments in  2016?  thanks.    les",Help
609,accessing attachments in outlook 2016,"i shift tab back to attachments, with the right arrow i hear the subject,  pres enter and arrow down once to open.  jb",Answer
610,accessing file types in windows 7,"hi, it's  annabelle.       i know in windows  xp, if you go to ""folder options"", there's a tab that lists all the available  file types and their extensions, as well as programs associated with the file  types and you can add to the list, however, i don't see that in windows 7. is it  hidden somewhere where i can't find it? i'm trying to add a file extension and  it's description to the list, but there isn't an ""add"" button anywhere on the  screen. maybe i'm missing something?",Help
611,accessing file types in windows 7,"hello annabelle:      1. press the windows key going to search.        2. type ext.          3. arrow to change file extentions.            4. tab to a long                   list of file extentions.              good luck.               on 11/4/2016 10:46 pm, annabelle susan       morison wrote:              hi,             it's annabelle.       i             know in windows xp, if you go to ""folder options"", there's a             tab that lists all the available file types and their             extensions, as well as programs associated with the file             types and you can add to the list, however, i don't see that             in windows 7. is it hidden somewhere where i can't find it?             i'm trying to add a file extension and it's description to             the list, but there isn't an ""add"" button anywhere on the             screen. maybe i'm missing something?                                     				this email has been checked for viruses by avast antivirus software. 				   www.avast.com",Answer
612,accessing file types in windows 7,"i found it, but it won't let me add to the  list.",Answer
613,accessing file types in windows 7,"hi annabelle,           this isn't exactly what you want but, it'll get you  in the area.             1. go to the control panel &amp;  press enter on default programs.     2. tab to, associate a file type or  protocol with a program link, &amp; press enter.     3. tab to, change program button,  &amp; arrow down to find &amp; highlight  the file type you want to  change.     4. tab to the, change program button,  &amp; press spacebar.     5. you're now in a list of programs  you can choose from to be the default program for this particular file  type.  you may need to use all arrow keys, left, right, up, &amp; down,  arrow keys  to find the program you want.           take care.  mike  sent from my ibarstool.  dodgers, try again next  year!",Answer
614,accessing file types in windows 7,which file type/extension is the file and what do you want to add it to? it may help to describe this in more detail if you give an example.,Answer
615,accessing file types in windows 7,"hi all: this is a tricky business, i think. i decided to try and crack the  nut and here is my mini-tutorial on the subject: (there are probably other  ways to skin this cat, but this is what i came up with)    file types and program associations in windows 7    1. press the control-esc to search.    2. in the search box, type file association.    3. arrow down to change the file type associated with a file extension,  enter  4. if all works right, you'll have a list of starting with "".386 virtual  device driver"" and going all the way down to ""webcals add internet  calendar."" i believe there is one list going from 1-z, then a second one  listing other extensions, so just know it's a long list.  5. find the file extension you want to change program for. let's say you  want .wav files to open in soundforge instead of windows media player.  backtab once from the .wav extension. jaws will say ""change program,  button.""   . hit the spacebar. you will hear ""control panel. set association. choose  the program you want to open this file with. .wav.""  7. arrow down, and, hopefully, you should hear ""sony soundforge, sony.""   8. tab twice until you hear okay.    note: if the program you want to use is not in the list of windows default  programs, tab to ""browse,"" the field just before ""okay.""    if, for example, you wanted to associate a sound file extension with studio  recorder, navigate to the directory level, and you are likely to find  ""program files."" (you may need to backtab to the c drive and right arrow to  program files, then down arrow to program files x86. find aph in that  directory, and there you will find studio recorder and hit enter. the file  sr.exe is the one you want to show in the file name field. now, tab to okay.  gudrun",Answer
616,accessing file types in windows 7,"hi gudrun,    why not simply go to the file you want to change, e.g. the wav file in your example, then press alt+enter to get into the properties. now tab until you get to ""change"" or press alt+c. this takes you straight into the list of available programs you can choose from or you can tab once to go to ""browse"" to select a program that is not in the list. you don't have a step 6 in your list, but this method takes you straight to what would be step 6 in your list.    regards,  sieghard",Answer
617,accessing file types in windows 7,"greetings, sieghart: isn't that more for a specific file? my purpose here  was to change the default program for the file type. otherwise, i tend to go  to ""open with"" and find the program, unless it's one of those that isn't in  that default list.    cheers,        gudrun",Answer
618,accessing file types in windows 7,"no, if you change it via the properties it applies to all files of that file type.",Answer
619,accessing file types in windows 7,"i remember in windows xp, there was a command where you could add a file  type and its extension to the list, but in windows 7, that command is  mysteriously gone! is there a workable solution somewhere?",Answer
620,accessing file types in windows 7,"annabelle, in short, windows 7 can only associate/open a particular   extension if windows knows about it. it is no longer possible for the   user to add an extension and then associate it with a program. microsoft   has removed that function from windows 7 in order to prevent accidental   mess ups. changing is the only action a user can do, which merely   reassociates without duplicating the extension    maybe if you explain what you want to do, there's a better chance   someone can help you in whatever you're wanting to achieve.",Answer
621,accessing file types in windows 7,"specifically, i have files with the extension .cho, and i'm trying to add a   description to them. so, for example, instead of the generic ""cho file"", i   want to put something like, ""eastwest choir file"". how would i do this?",Answer
622,accessing file types in windows 7,"what i'm trying to do is add a description to an extension to substitute the   generic one. for example, i have files with the extension .cho, and rather   than just the generic ""cho file"", it should be something like, ""eastwest choir   file"". how would i fix this?",Answer
632,accessing file types in windows 7,"hi annabelle,    i also would like to take a step back and ask again what exactly you want to do. the thread is becoming long and initially i thought you simply wanted to say, for example, change how mp3 files should open in itunes rather than windows media player which is easily achieved. what exactly is this .cho file type, e.g. what program do you want to use to open it? you mentioned some east west choir so is this some sort of music thing?    regards,  sieghard",Answer
633,accessing file types in windows 7,".cho is a ""choir file"", and should be opened with ""wordbuilder"" in eastwest  symphonic choirs. since it's not being recognized as a choir file, windows 7  can't seem to recognize wordbuilder as a regular program, so it asks me to  choose which program i want to use to open this kind of file. this is where  i'm confused!",Answer
634,accessing file types in windows 7,"hi annabelle,    i just googled eastwest symphonic choirs because this is totally unfamiliar territory for me. so it seems that according to google wordbuilder is an application built into ""eastwest play software"". i assume you have installed this application on your computer and are simply trying to associate these .cho files to the wordbuilder application. this should be possible the way i described, go into the properties of one of these .cho files by pressing alt+enter on it, then alt+c for change. now find wordbuilder in your list of applications or, if it is not listed select browse and browse to the actual wordbuilder.exe file. of course you will have to figure out where that is located, probably somewhere in c:program files or c:program files (x86).    regards,  sieghard",Answer
635,accessing file types in windows 7,"so i understand, the program that opens .cho files is wordbuilder?",Answer
636,accessing file types in windows 7,"don't bother to reply to my question, i'll follow your reply to sieghard.",Answer
637,accessing file types in windows 7,yes.,Answer
638,accessing file types in windows 7,"ok. and if you locate a file with the .cho extension, you want to change   the file type description from what is shown to something else?",Answer
639,accessing file types in windows 7,"the description is shown as ""cho file"", and i want to change it to ""eastwest   choir file"".",Answer
640,accessing file types in windows 7,"as i outlined before, in windows 7, microsoft has removed the function   to add or modify the filetype or anything else about that extension,   other than what program is used to open a file with a particular extension.    if there is a way, i haven't found it, and would like to know if someone   knows of one.",Answer
641,accessing file types in windows 7,"i wish they would've kept that particular feature, especially for those file   types that are unrecognized by windows.",Answer
642,accessing file types in windows 7,"annabelle, a member of the list has been having difficulties posting to   this list. so i'm passing along his suggestion to your query:",Answer
643,accessing file types in windows 7,"i don't think it has to do with the jaws dictionary. it has more to do with   how windows recognizes it, and which program opens this kind of file.",Answer
644,accessing file types in windows 7,"annabelle, here's another email from michael b. see if one of the   suggestions from a former list member has to offer:",Answer
645,accessing file types in windows 7,"so i wonder, how would i get .cho files to open with wordbuilder which is now   built into play?",Answer
646,accessing file types in windows 7,"annabelle,    seems to me that mario has pointed you in the right direction. first you   need to find the executable file for wordbuilder, likely in a folder under   program data on your main drive. this is likely a file with the .exe   extension. duplicate the entire path to that file in notepad, so that you   can copy it in its entirety. then highlight your .cho file, and with the   context menu, select ""open with"". then when you are prompted to enter your   own file, paste that entire path to the executable in the edit field and   press save or ok. that should do it.    the hard part is finding the executable that you need. good luck,.    farfar dave  oregonian, woodworker, engineer, musician, and pioneer",Answer
647,accessing file types in windows 7,"i looked in program data, and all i could find in the wordbuilder folder of  eastwest was ""wordbuilder vst.dll"" and ""wordbuilder vstx64.dll"". what's  .dll?",Answer
648,accessing file types in windows 7,"i don't think you can assign a .dll (dynamic link library) to a file   extension. apparently east/west will launch the wordbuilder from within the   program itself.    you might try setting it up with the main program for east/west to work on   the .cho filetype. that may not get you the description you want, but it   might at least have windows launch east/west on a .cho file, and it might   just work.    farfar dave  oregonian, woodworker, engineer, musician, and pioneer",Answer
649,accessing file types in windows 7,"hi annabelle,           i'm not sure this is what you want to do but, if  you want to identify the, .cho, extension as,     eastwest quantum leap symphonic choirs, why dont you try using  the jaws default dictionary manager to do this.  just a  thought.       take care.  mike  sent from my ibarstool.  dodgers, try again next  year!",Answer
650,accessing file types in windows 7,"like i've said in an earlier post, the dictionary has nothing  to do with what i'm trying to achieve. i'm trying to make windows, not jaws, but  windows, recognize the .cho extension as an eastwest choir  file.",Answer
651,accessing file types in windows 7,"hi annabelle,           try looking in program files or program files  x86.    take care.  mike  sent from my ibarstool.",Answer
652,accessing file types in windows 7,"i trried, and it's not there either.",Answer
653,accessing file types in windows 7,"annabelle,         try using the main program file for east/west and  see if it will work on a .cho file. it might be smart enough to open the  wordbuilder function.        farfar dave  oregonian, woodworker, engineer, musician, and pioneer",Answer
654,accessing hotmail webmail folders,"hello, list:   hotmail webmail folders appear to be difficult to access except for the inbox.  i want to access another folder than just junk or inbox.  what jaws keystrokes do i use to access a different folder in hotmail?  thanks.",Help
655,accessing hotmail webmail folders,"hello;   not sure which email client your using, but, perhaps you should have the hotmail account come into the email client.                         statistics are like a bikini.  what they reveal is suggestive, but what they conceal is vital.",Answer
656,accessing hotmail/outlook account via web ui,"i noticed that some members use an outlook email account. i don't know   the extent of your visual impairment, but i'm blind to the extent as to   whatever i can see is blurry; peripheral and central vision is affected.   i rely on jaws when using my computer, but am frustrated when i need to   access my hotmail account via it's web interface. i was wondering if   someone has any steps/hints you can pass along to me in accessing the   facilities of my account, like getting to the junk folder to see if   anything legit got stuck there, and moving it to my inbox or marking it   as ""this is not junk"" so move it to the inbox, and other tasks?",Help
658,accessing hotmail/outlook account via web ui,"hello mario,    i used outlook and the best experience for me is through the outlook  app on pc and not via web.    if you have a complete microsoft office suite, outlook will definitely  comes with it be it licensed or demo version.    with the outlook version on pc, you will have options to use lots of  keyboard combination that are jaws friendly and accessible.  regard.",Answer
659,accessing jaws homepage,"i just got off the phone with freedom.  i want to access the jaws homepage and they told me to hit insert plus j which sounds right.  however when i do this all i get is my version of jaws with no options.  yes, my computer is in the process of being replaced but for now it s the only game in town.  is there another way to access the home page or options?  thanks, judit0068",Help
662,accessing jaws homepage,"hello judith:           wat you call the jaws home page, is in fact, the  jaws window of jaws on your computer.           so, when you press, insert+j, from anywhere within  windows or any program, focus should be given to the jaws window of the  version of jfw you are using. when you use this command,   jaws should say:           jaws context menu, options submenu           home pages, are generally referred too as the  initial page of a web site.           hth           dave durber",Answer
663,accessing jaws homepage,"hi judith,   another option is to select the jaws icon from your desktop (if you have one) by pressing spacebar (don t open it), press your applications key and select  pin to taskbar); at this point you should be able to alt-tab to jaws as well. i  always use insert j so i do not understand why yours is not working properly.         hope this helps!            jeanette mcallister phd        assistive technology tutor/support       professional placement specialist       website accessibility auditor/tester                                   123 sycamore road          franklin, va 23851         office:  757-304-5323      mobile: 757-346-0708        www.mcallisterenterprisesusa.com          www.linkedin.com/in/mcallisterenterprisesusa                member-national employment committee   nfb          http://employment.nfb.org/                                                                                      everyone makes mistakes  it's how we respond that matters. follow your heart and you'll always see the nice side of others first.  (author unknown)",Answer
664,accessing jaws homepage,my computer is totally messed up.  we have to replace it.  i m trying to get jaws to announce all punctuation and can t seem to get it right.  as one of the listers told me i m pressing insert v and arrowing down to punctuation.  the punctuations options aren t there and i can t get jaws to announce my punctuation.  i m an author and i find that announcing punctuation makes my editing easier.  anyways that s just one example of my computer woes.  thanks for your help.  judith,Answer
665,accessing jaws homepage,"why not go through the jaws settings centre. press control+6 on the number row, this will open the settings centre for whichever program you are in. if you want the changed to affect the default settings, press control+shift+d.     now type  punctuation  into the search box, you actually only have to type the first 4 or 5 letters, tab over into the list of search results and arrow down to where it says  punctuation level  then press the spacebar  until you get to what you want.",Answer
666,accessing jaws homepage,this is two separate issues. once you get into jaws you can change the settings.      dr. jeanette mcallister  757-346-0708         sent from my iphone,Answer
667,accessing jaws homepage,"hi judith,           if you can alt + tab to different  open windows, try the following:     1. alt + tab, to the jaws home use  window, &amp; press the spacebar to open the menu bar.     2. arrow down to, voices, press  enter.     3. , press enter on, voice  adjustment.....     4. tab to, voice adjust combobox, you  want, all contexts.  tab a couple more times to the punctuation setting,  arrow down to, all, tab to, okay, &amp; press enter to save &amp;  close    take care.  mike  sent from my ibarstool.  early to bed, early to  rise, keep my ihemorrhoids from being a surprise.",Answer
668,accessing jaws homepage,"hi sieghard,           i know it was most likely a typo, but  to access the settings center the keystroke is, insert / jaws key + 6, not,  control + 6.    take care.  mike  sent from my ibarstool.  early to bed, early to  rise, keep my ihemorrhoids from being a surprise.",Answer
669,accessing jaws homepage,"hi judith,           here's another approach if  possible.  it's assigning a keystroke to change the punctuation levels on  the fly.        1. press, insert + f2, to open the  jaws manager, go to, keyboard manager, press enter, navigate to, default, &amp;  tab 1 time to get into the list of options.     2. in the default keyboard manager list navigate to, set punctuation  level none.  none means there has not been a  keystroke assigned.   3. press the, alt key, to open the menues, &amp; right arrow to,  action, down arrow to, add keystroke..., &amp; press enter.  or,  press, control + a, is the shortcut keystroke for, asigning a  keystroke.   4. insert a keystroke combination like, control + dash, for  example. if the combination is already being used for another command jaws will  tell you.  doing this in the default keyboard manager, allows this  keystroke to be used in all aplications.   5. tab to the, okay button, press the spacebar, a dialogue will open asking  if you're sure you want to modify the default jkm, press the spacebar on the,  yes, option.             now, every time you press the  control + dash keystroke it changes the punctuation level.  so, press  the control + dash keystroke until you hear the punctuation level you  want.               if you ever want to change or  remove the keystroke open the keyboard manager, find default, find set  punctuation level, press the, alt key, right arrow to action, &amp; arrow down  to make your choice of what you want to do.      take care.  mike  sent from my ibarstool.  early to bed, early to  rise, keep my ihemorrhoids from being a surprise.",Answer
670,accessing jaws homepage,one more thing i found; make a copy of default.jkm before you mes with the original.            ted,Answer
671,accessing jaws homepage,"remember that to change items under insert+v you press the spacebar, not a tab or arrow.",Answer
672,accessing language textbooks with jaws,"hi    i am wanting to earn a masters degree. to do this i will need to take classes in either hebrew and greek, or latin. after i scan the text books in to the computer and ocr them, how do i get jaws to read them accurately?    thank you.  rev. mark torgerson, ordained by the universal life church     god loves you!  i am a director for the union, il. lions club.  my fb page:  https://www.facebook.com/revmarkt/",Help
673,accessing language textbooks with jaws,"hello mark,   you might want to check out the voice profiles webinar on the fs site, but  as to the dead languages?",Answer
