"343","a weird google chrome problem","the vfo group is a company that merged freedom scientific, ai squared and some other assistive tech brands.     enviado desde mi iphone    el 15 ene 2018, a las 12:24, delaunay christophe &lt; christophe.delaunay@... &gt; escribi :","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"344","a weird google chrome problem","vfo is what freedom scientific s new name is. actually the full name is the vfo group, and their new page is:          www.vfo-group.com          vfo stands for vector, freedom scientific, optelec. here is what their page says.         they are a merger of         ai squared, freedom scientific, optelec and the paciello group          bill white    billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"345","a weird google chrome problem","i jhust tried this and when i click on documentation on that website using google chrome the site loads immediately and i can navigate it.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"346","a weird google chrome problem","hi, chrome stalls on the homepage and        wont continue. but it works fine with ie. ie still works for some        pages that both ff and chrome cant handle. try downloading the        firefox esr version it works fine. also i use all 3 browsers since        there will always be a page that one handles while the others        dont.          on 1/15/2018 6:01 am, delaunay christophe wrote:                     hi all,            since i was getting more and more            frustrated with firefox, especially when it was upgraded to            57, i decided to replace it with google chrome.         with my new jaws 2018, it is working fairly            well except on this site:          https://mosquitto.org/          this site describes a light open-source            piece of software dedicated to message exchanges among small            objects.         problem: when i click this link to open it,            jaws begins to read it ok but as soon as i click a link within            this page, (for instance the  documentation  link), jaws gets            stuck forever on the new page title.         did anyone else notice such an annoying            behavior please? is there a way to fix it?         btw, i am using chrome 64-bit version                63.0.3239.132 on a windows 7 64-bit entreprise edition              computer.          many thanks in advance for any advice. have            a nice day. chris d                   --   sincerely: randy barnett  owner of soundtique.  grants pass, or.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"347","a weird google chrome problem","hi,         the single best way to fix issues like this is to join the chrome access list.  you can join by sending a blank message to:-          axs-chrome-discuss+subscribe@...          then when you are joined, the posting address is:-          axs-chrome-discuss@...          google are fantastic at listening to and fixing accessibility concerns with chrome and all screen readers.         all the best      steve","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"348","a weird google chrome problem","hi,    tried accesssing mosquito.org with several combination and found        one that works.       chrome + jaws = not working        chrome + nvda = not working        firefox + jaws = not working        firefox + nvda = works       i use firefox 56. for now just stay away from firefox quantum.        hope that helps.        edhoari setiyoso  edhoari &lt;dot&gt; s [at] gmail &lt;dot&gt; com    on 15-jan-18 9:01 pm, delaunay        christophe wrote:","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"349","a weird google chrome problem","hello  edhoari,            i don t usually use this website, but when the original poster asked i tried it with chrome and jaws 2018 and had no issues navigating the site, opening links and so on.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"350","a weird google chrome problem","hi sieghard,    on my system, using chrome and jaws 2018 stops speaking after        announcing first landmark. the same goes with nvda. my guess is        that i have different chrome version than yours.        using firefox and nvda, i can browse the site easily. i guess        that's why we need to have multiple tools at our hand. when one        doesn't work always have a backup :)        best regards        edhoari setiyoso  &lt;edhoari&gt; [dot] &lt;s&gt; [at] &lt;gmail&gt; [dot] &lt;com.    on 01/17/2018 02:41 am, sieghard        weitzel wrote:","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"351","a win against captchas; i ll take it","a couple of years ago we had a discussion on this list about tax     preparation software that was accessible. at the time, i recommended     myfreetaxes.com as basically accessible, with the exception of a     captcha at the end and a few flakey buttons here and there. then     last year, my colleagues at united way worldwide heard me, and     pushed the software provider to do something about it, and we got an     audio captcha. that might have actually happened two years ago.          anyway, fast forward to this year. tonight i filed my taxes using     myfreetaxes.com. there was a ""captcha"" frame, but interestingly, it     didn't have a captcha. it had a checkbox i had to check (with the     space bar as usual) that said something like, ""i'm not a robot."" it     seems like i've seen this once or twice before, but it makes you     wonder why more companies don't use it.          i must say i was happy with the solution, which served my purposes,     cost me nothing, and was 100% accessible with jaws 15, firefox and     windows 7. in previous years, i think i eventually had to switch to     internet explorer to finish the job for some reason or another, but     not this year. indeed this was the smoothest experience i have had     using myfreetaxes, and this is my fourth year to use it.          for those who need to know, the income limit is $62,000 this year,     and it really is a smooth experience from start to finish with jaws.     how often can we say that?          hope this helps you.          brad       --          brad martin    brad@...     my facebook page where         i post online shopping coupons and deals: facebook.com/ucoupons     my smarterbucks signup link","original","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"352","a win against captchas; i ll take it","brad,           what you describe is the  recaptcha .  it has been on tap to replace captchas for some time now, but will take time to migrate out and become the default.  brian","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"353","a win against captchas; i ll take it","brad,           i guess my real ""wow"" reaction is that you already  filed your taxes. i haven't even gotten all my 1099 yet, much less the  preparation. i'm jealous.          dave carlson  oregonian, woodworker, engineer, musician, and  pioneer","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"354","a win against captchas; i ll take it","and now that you mention it, that's exactly what the frame said.     ""recaptcha frame"". at least, that's how jaws read it. they can call     it whatever they want, so long as it works.          brad","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"355","a win against captchas; i ll take it","good evening everyone,                         i encountered a captcha like this on another website but can t remember what it was. glad someone came to their senses and figured out a simple solution to the issues we ve had with captchas. this system is usable by both blind and deafblind computer users. this is not true of audio captchas. even people with normal hearing such as my wife have trouble understanding those audio captchas.         peter donahue","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"356","a win against captchas; i ll take it","i ve come across it with a few of my accounts. ting mobile and so on. convenient and completely accessible.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"357","a win against captchas; i ll take it","the last time i encountered one of these check boxes labeled  i am not a  robot  and checked it, i was confronted with an image captcha, anyway.  so  this system is not foolproof.       gerald","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"358","a win against captchas; i ll take it","hello,           i m sure         that there are ways to accommodate screen reader users to get         around the         captcha obstacle.           the presence         of the statement:          i am not a robot, check         box           is something         that screen reader users could be made aware of.            text is         put in the alt tag field, which is associated with every image,         and screen readers         read it.           some years         ago i came across a web page with this first line statement:         screen reader users, click         here           this link         was not visible to the sighted. perhaps the link (and text) had         the same         foreground and background colors.           i m sure         that variations of this technique could be made available for         which only         screen reader users would know how to handle.           peter         t.                      -------- forwarded message --------              subject:                re: a win against captchas; i'll take it       date:    sun, 24 jan 2016 06:07:09 -0500       from:    gerald levy  &lt;bwaylimited@...&gt;        reply-to:                 jfw@groups.io        to:     jfw@groups.io                          the last time i encountered one of these check boxes             labeled  i am not a robot  and checked it, i was confronted             with an image captcha, anyway.  so this system is not             foolproof.       gerald","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"359","a win against captchas; i ll take it","i was helping someone set up a skype account recently and the audio  version was very easy to understand.  that comes from a person who has  never been able to understand the audio in the past.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"360","a win against captchas; i ll take it","fewer sites use alt-tags every day.  the more recently a site is created or updated the more likely it will be at least partially unaccessible.          i frequently bring this matter to the attention of site owners/programmers and they act like they don t know what i am talking about.         tony","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"361","a win against captchas; i ll take it","maybe, but what they're trying to prevent is  automated means of creating lots of accounts, or posting spam. those bots can  probably easily read alt tags. i'm not sure what they are doing with the  checkbox thing to prevent them from just checking it.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"362","a win against captchas; i ll take it","if that was their intent they would find another way to provide accessibility.         they simply do not consider the need, or worse, they don t care.  after all, it would take a minute or two to do it properly.         tony","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"363","a win against captchas; i ll take it","brad:  from the name, ""ting mobile"", i wonder if this is intended for use only with ""mobile"" devices.  is it also available to use on a pc.  also, is there a version for ie11?  thanks.  jim h","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"364","a win against captchas; i ll take it","it's a cellular provider, where they may have found  a captcha to deal with.","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"365","a win against captchas; i ll take it","huh? i didn't write anything about ting mobile. sounds like     t-mobile, but i don't know the context for the question.          brad","following","tagged",NULL,"undefined","undefined","undefined","undefined","undefined","Junk"
"366","a word question","hi everyone, i am using jaws 18, windows seven and word 2013. i have a document in protected view and there are lots of tables that contain the text. how do i get the cursor to go into the various boxes so that i can read the information?dan   sent from my iphone","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"367","a word question","i suspect you need to enable editing.  hit f6 and you should get a message about enabling editing.    hth,  richard          ""the secret is not to make your music louder, but to make the world quieter.""   - mitch albom from the magic strings of frankie presto, page 1","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"368","a youtube issue.","i am running w10 and jaws 18 and google chrome.   when i hit enter on a link i want to hear from you tube, nothing happens. the player does not start automatically as it used to do. i ve done some research, and apparently there is a button right under the spotlight, whatever that means, and you can hit the button to turn it on. somehow the player got turned off. trouble is, i can t find that button with jaws. any ideas on what to do? thanks for your help. jim","original","tagged",NULL,"undefined","Problem","undefined","undefined","undefined","undefined"
"369","a youtube issue.","in firefox at least i can find an ""auto play"" checkbox by hitting 'x'.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"370","a youtube issue.","i am finding that when you hit enter on a link for a video using google chrome it may take 20 or 30 seconds before the video comes up.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"371","a youtube issue.","on utube, does anyone know how to skip ads?  jaws reads to me that you can skip advertisements, but can't seem to find a way to do it.  thanks so much in advance for your reply.    vicky golightly","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"372","a youtube issue.","i always hold down the alt key and tap the 4 key on the numb pad (the jaws left arrow, that shuts it off and immediately i keep the alt key held down and immediately tap the right arrow key or the 6 key and poof, the ad is gone most of the time and the regular showing of whatever i wanted to hear comes on...usually i am listening to music and this seems to work most of the time...can't guarantee that it works all the time...if it does not, then i just repeat the same action!  gaylen kapperman","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"373","a youtube issue.","i'll give that a try. jim","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"374","a youtube issue.","thank you so much.  i will keep this email handy when i go to listen to music on utube.  vicky","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"375","a youtube issue.","hit the  skip ad  button when you can. however, sometimes, there might be a trailer for a movie you haven t seen yet/want to, so           sent from    mail  for windows 10","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"376","a youtube issue.","also if there doesn t seem to be a skip ad button, go the the top of the page, hit control plus f, and search for ad, then keep pressing f3 till you here skip ad button","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"377","a youtube issue.","any one tried ,youtube ad blocker for chrome?  you can find it in the chrome web store but it will only work for chrome web browser!   https://chrome.google.com/webstore/search/youtube?utm_campaign=en&amp;utm_source=en-et-na-us-oc-webstrhm&amp;utm_medium=et   i am not a user of chrome web browser.        jonas voll  support technician i  envision, inc.  2301 s water st  wichita,  ks 67213  o: 316-425-7141  f: 316-267-4312  www.envisionus.com    envision: to improve the quality of life and provide inspiration for the blind and visually impaired through employment, outreach, rehabilitation, education and research.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"378","a youtube issue.","hi all,    try doug lee's jaws scripts for youtube:     http://www.dlee.org/youtube/     includes a skip ad keystroke.  requires jaws 17+.    hth!    john","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"379","a youtube issue.","thanks for the share.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"380","abbyy finereader12: some questions","evening people!    windows10 and abbyy finereader12. i'm glad with the program but i want to ask, can i change the resolution by hand? there's a checkbox which is checked and after the settings it has to correct the resolution automatically. but i'm not sure it makes that. so i'd like to do this by hand after the converted text. in version9 there's a keycombination which help we do this with. how is it at version12? is it possible at all? maybe somewhere by the settings or?    best regards    georgi","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"381","ability to read pictures or screen shots?","good morning,     i am aware of the ability for jaws to do some ocr.  can someone explain how that works, and what it can actually read?  here s why i ask.     a friend recently posted two different things on my wall.  technically, he thought i d be able to read them because it s text.  however, it s actually a picture of text that was posted.  he found and shared it.  it s either that or a screen shot.  i ve never explored or used the ocr capabilities of jaws but am beginning to wonder if i could use it for such pictures.  if so, how do i go about doing this?  any thoughts on this in general?  thanks again.  jim","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"382","ability to read pictures or screen shots?","hi jim,           here's the information from jaws  help:           convenient ocr  frequently, you will encounter  images that contain textual information.  these can include a pdf file, the  setup screen of an application, or the  menu of selections for a dvd movie.  while these images contain text that is  readable by a sighted person, jaws is  unable to read the text as it is part  of the image.           the convenient ocr (optical character recognition)  feature enables you to  access any image on the screen that includes text, or  recognize all of the  text in a pdf document. with just a few simple  keystrokes, jaws will  recognize the image in a matter of seconds and activate  the jaws cursor so  you can navigate the resulting text. the recognized text  will be in the same  location as the actual image on the screen. in order to  differentiate the  recognized text from other text that may be in the window,  jaws will use a  different voice when it encounters the recognized text. when  you activate  the pc cursor, or switch to another application or dialog box,  the text is  removed and you will need to perform the ocr again.         if you open a pdf document and there is no text  available to read, you can  perform a keystroke that will recognize the entire  document and place the  resulting text into the results viewer for reading.  you can then use  standard reading commands to review the text or select and  copy sections of  content for pasting in other applications.         to use convenient ocr, the following layered  keystrokes are available:         insert+spacebar, o, d. recognizes the currently  open pdf document.  insert+spacebar, o, w. recognizes the current application  window that has  focus.  insert+spacebar, o, s. recognizes the entire  screen.  insert+spacebar, o, c. recognizes the currently selected control,  such as a  graphical button.  insert+spacebar, o, q. cancels recognition  while it is in progress.  insert+spacebar, o, question mark. speaks a brief  help message describing  the commands in the ocr layer.  the following  examples illustrate just some of the uses of this feature.         you insert a dvd movie into your computer which  brings up a menu allowing  you to select from various dvd features. you press  insert+spacebar, o, w and  after a few seconds, jaws will alert you that ocr  is complete. at this  point, the jaws cursor will be active and you can  navigate around the screen  using the arrow keys and read the text of the  menu. when you hear the option  you want, press numpad slash to perform a  left-mouse-click, or insert+numpad  plus to route pc to jaws to activate the  option. prior to jaws 13, this menu  would have been completely  inaccessible.  note: depending on the type of screen the dvd displays and the  quality of  the text, the convenient ocr may not always work. some dvd screens  will be  recognized better than others.         you open a pdf in adobe reader which turns out to  be inaccessible. press  insert+spacebar, o, d to have jaws begin recognizing  the entire document.  after several seconds, the contents of the pdf file are  displayed in the  results viewer for reading. use standard reading commands to  review the text  or select and copy sections of content for pasting in other  applications.  for example, you could select all, then copy and paste into a  microsoft word  document, which you could then save.  note: the ocr process  takes longer for larger pdf files. as text is  recognized, it is added to the  end of the existing text already in the  results viewer. this allows you to  continue reading without interruption as  the document is processed. if you  are currently not reading using say all,  jaws announces the current line as  new text is added to the results viewer  to indicate that ocr is still in  progress.         note: if the pdf document requires a password, you  will be prompted to enter  it when you first press insert+spacebar, o, d. you  must enter the correct  password before the ocr process will  continue.         you try to install or use an application whose  interface is not accessible,  such as acronisr true imaget home 2011 or 2012.  if no text is readily  available when pressing tab or when using the jaws  cursor, you can try  convenient ocr. start with the pc cursor and press  insert+spacebar, o, w to  recognize the text of the welcome screen graphic.  you can then use the jaws  cursor and numpad slash (left mouse button) to move  to and choose what are  possible buttons and links.  if you are not getting  clear recognition results or you find that text is  running together when you  recognize the current screen, window, or control,  refer to faq 63556 for ways  to optimize performance. when recognizing a pdf  document, convenient ocr does  not use the physical image that is currently  visible on the screen, so the  recognition results feature a higher degree of  accuracy since they are not  affected by the current screen resolution.         note that to correctly recognize text in other  languages, you can configure  the primary and secondary ocr language. the  convenient ocr settings are in  the main tree view in settings center. when  you expand this item, you have  primary recognition language and secondary  recognition language settings.  use the spacebar to cycle through the  available languages until you hear the  one you want, or press f6 to move to  the combo box and select a language.         when you install jaws from the program disc, the  ocr components are  automatically installed. if you download jaws from the web  site and have an  active internet connection when you begin the installation,  the ocr  components will be downloaded during the install. if you do not have  an  active internet connection when you install jaws from the web download,  a  message is displayed at the end of the installation stating that  some  components were not installed. to use the ocr feature, establish an  internet  connection and run the installation again so the ocr components  are  downloaded.              take care.  mike  global warming?  most likely caused from hot air  generated by politicians!","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"383","ability to read pictures or screen shots?","jim, press insert+space bar and then o, then press w to ocr the active window, or s to ocr the entire screen, or c to ocr for the user controls like a button, or d to ocr a pdf document.    make sure the window is maximized if choosing the w choice.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"384","ability to read pictures or screen shots?","i ve never been able to get it to work. i ve also never  been able to successfully submit a screen shot with jaws and windows 10. i would  like any suggestions.   chuck","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"385","about adjusting the capital letter behavior, i found the answer in the archives of this list","thanks to mike b. for having listed out the steps in a previous message.      here is what i found.             try the following, but the steps below aren't complete because of the        various options you get after making changes to a scheme               1. open the settings center with, jaws / insert key + 6, on the number row,        &amp; press, control, shift + d, to open settings center default all        applications      2. arrow down to speech &amp; sound schemes, right arrow to open.      3. arrow down to, modify schemes...., &amp; press the spacebar to open.  don't        press enter here!  pressing enter will close the settings center.  also make        note of what scheme is highlighted as the default scheme.      4. tab to, edit selected scheme button, &amp; press the spacebar.      5. you should be on the, general page / tab so, control + tab to the misc.        page / tab, &amp; tab 1 time into the list of options.       arrow down to, cap             speak text           using singlecapvoice,        tab 1 time to a list of choices, arrow up / down to, speak item checked.      now you'll have to choose what you want to do, modify, save, create new....        by tabbing through the dialogues &amp; making your choices.      it might take some experimentation because you'll need to apply / okay a few        times in order to make this the default or whatever you choose to do with        this altered / changed scheme.  i'm sorry i can't make these steps more        complete, but my personal choices could be different than your own, so        that's why i said it will take some experimentation.      take care.  mike.  go dodgers!      sent from my ibarstool.      arguing with a woman is like reading a software license agreement.  in the end you have to ignore everything, &amp; click i agree.                        the secret is not to make your music louder, but to make the world quieter.          - mitch    albom  from the magic strings of frankie presto, page 1","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"386","about speech and sounds schemes","hello everyone,      i want to know about ""speech and sounds schemes"".  i have tested font size several version of windows and ms word.  jaws says ""font name"" but don't say ""font size"".      does anyone know about that?      thanks.      dawoon","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"387","about:config settings for adobe flash plugin?","now that firefox has updated to 44.0.2, what settings in about:config do i need to make all websites using flash accessible?  even when i set ""disable protected mode"" to true or ""browser.flash protected mode flip.done"" to true, the error message persists on some pages: the adobe flash plugin has crashed.. or unavailable embedded object.  has flash lost its compatibility with firefox?  other browsers like chrome and ie are pains in the neck: in ie pages that use flash stay silent or show embedded object as unavailable (most of the time ie tends to freeze, hang or be unresponsive); in chrome the window keeps jumping to a blank screen and giving the name of the site followed by the word ""unknown"", making it virtually impossible to navigate the site.  i think i got the issue fixed in firefox now, but will appreciate any tips if i have a problem in the future in spite of setting the above mentioned configurations.  thanks.  --   douglas richard dexheimer  chief of braille productions  born-again productions  the friedman place, apt.308  5527 n. maplewood ave.  chicago, il 60625  cell phone 913-244-0612  drichardd@...","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"388","access problem.","hi listers,     i have recently completed training as an at home customer service agent using a dialdrive program on the datalot platform.  there some buttons at the bottom of the screen which i cannot access with jaws.  has anyone had experience using this program on the datalot platform?  if so i would appreciate any help on this problem.     i am currently using jaws 17 latest build.  thanks,     marge","original","tagged",NULL,"undefined","Problem","undefined","undefined","undefined","undefined"
"389","accessibil file shreder, permantly delete files hopefully something free","hi i said it all in the subject.     is there a utility that will clean a drive of files so they cant be recovered?     thank you you folks are fantastic.     oh i almost forgot the program should be accessibil with jaws.     thanks","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"390","accessibil file shreder, permantly delete files hopefully something free","can you explain what you want to do?","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"391","accessibil file shreder, permantly delete files hopefully something free","hi:    i want to make sure that files are permantly deleted.    it is my understanding that when you delete a file only the first character  is deleted.    i would like something that would permantly delete a file?    thank you","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"392","accessibil file shreder, permantly delete files hopefully something free","check out:    wipefile - erase files and folders secure and fast   https://www.gaijin.at/en/dlwipefile.php","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"393","accessibil file shreder, permantly delete files hopefully something free","hi:    i appreciate your help thank you again.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"394","accessibil file shreder, permantly delete files hopefully something free","hi,    i have used ccleaner to wipe a disk in the past but not sure that individual or groups of files can be wiped or whether it will only handle free space on your drive.  it is a long time since i used the program to wipe so you will have to check it out.         a free program which can handle individual or a group of highlighted files is eraser. i mainly use this one tohandle such tasks.          you will need to do a search to locate a download source.         hth    tom","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"395","accessibil file shreder, permantly delete files hopefully something free","ccleaner's wipe will wipe the entire spinning hard drive, where as wipe   free space will wipe the slack space. this maybe over simplified, but as   i understand (and if i'm not quite correct, anyone please explain why)   slack space is the space that a file does not occupy. for example, say a   file takes up 500 clusters, well, the default cluster size is 512, so   that leaves a slack (free) space of 12 clusters for that file on the hd.    i'm not sure if wipe or wipe free space can safely be used on an ssd   without wearing out the ssd since the technology is different from a   platter (spinning) hard drive.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"396","accessibil finger reader for jaws","hi:     i am thinking about getting a finger printer readerso, when i go to the web sites i like to go to i can use the finger reader.     i am not sure if this is a good idea or not, please share.     have a good day.","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"397","accessibil finger reader for jaws","can you explain what you mean by finger reader?  is it some sort of device?","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"398","accessibil finger reader for jaws","many computers, especially laptops now offer the ability to swipe your  finger over a small pad and your fingerprint then serves as your password to  enter the system.    dan","following","tagged",NULL,"undefined","undefined","undefined","Clarification","undefined","undefined"
"399","accessibil finger reader for jaws","i believe this  finger reader  is actually called a  biometric security scanner . shabbat shalom,    bill tessore  billtessore@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"400","accessibil finger reader for jaws","hi:    it is a finger print reader instead of typing password you use your finger  print reader instead of typing passwords.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"401","accessibil finger reader for jaws","i do have a question regarding this finger print reader.  if one wishes to either give, or sell, the computer, how does one change the finger print access to the computer?","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"402","accessibil finger reader for jaws","hi:    i am sure there is a way to turn off the reader    the reader uses microst hello technology","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"403","accessibil finger reader for jaws","hi,  you need to remove fingerprints (settings/accounts/sign-in options).  as for accessible fingerprint reader with jaws, it depends on whether jaws  will red log-in screen at startup, as well as announce fingerprint  enrollment process.  cheers,  joseph","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"404","accessibil finger reader for jaws","yes, biometric identification thumb prints among others() is a security feature available on iphones and many other modern devices that is far safer from unwanted intrusion, and easier to use than difficult to remember passwords. shabbat shalom,    bill tessorebilltessore@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"405","accessibil mp4 to mp3 converter hopefully can do multiple files at once","hi:     i am using jaws 2018 trying to find an mp4to mp3 converter that can do several files at one time.     i have digital media converter but cant select more than one file at a time.     i try the cntrla to select all of the files but it does not work.     any help would be appreciated.","original","tagged",NULL,"Help","undefined","undefined","undefined","undefined","undefined"
"406","accessibil mp4 to mp3 converter hopefully can do multiple files at once","i used to use switch file converter by nch software. now i am using a professional program called total recorder which i purchased to record files off the internet. this one will do batch conversion.          bill white    billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"407","accessibil mp4 to mp3 converter hopefully can do multiple files at once","hi,            perhaps you might wanna give vlc a try..        if you don't mind using command prompt, in this vlc wiki, there is a      command line script that you can easily modify to fit your need. (i      believe you only need to modify input and output directory).            the good thing is that you may already have vlc installed and it's      free.            another option would be to use linux subsystem on windows 10. it may      take a little bit of effort in setup but afterward, only need      several lines of code to to batch conversion.            best regards     edhoari setiyoso    email :  edhoari.s@...   skype : edhoari.s    on 01/24/2018 06:09 am, nino dagostino        wrote:","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"408","accessibil mp4 to mp3 converter hopefully can do multiple files at once","sorry, here's the link         https://wiki.videolan.org/vlc_howto/transcode_multiple_videos/      edhoari setiyoso    email :  edhoari.s@...   skype : edhoari.s    on 01/24/2018 01:43 pm, edhoari        setiyoso wrote:","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"409","accessibil mp4 to mp3 converter hopefully can do multiple files at once","hi bill:     i just purchased total recorder i was wondering what add ons you purchased and how accessibil they were?     thank you so mutch","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"410","accessibil mp4 to mp3 converter hopefully can do multiple files at once","i didn t purchase any adons. i just use it as is. if you try to convert a video, it will try to tell you that it can t convert video to audio, but it will go ahead and convert it once you press ok, select the format, and click save.          bill white    billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"411","accessibil mp4 to mp3 converter hopefully can do multiple files at once","hi bill nino hear:     i took your advice and got total recorder.     i found in one of the dialogs a place where you could turn jaws from speeking in the recording.     when i tried that jaws stoped talking but, then i could not stop the recording because i turned jaws off.     i was wondering if you had any tricks for working with jaws and shortcut keys to work with total recorder.     i was also wondering if you new of any radio databases with links to get to the radio stations with total recorder.     thank you for your help.     have a good day.","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"412","accessibil mp4 to mp3 converter hopefully can do multiple files at once","hi, nino. i have the same problem with total recorder and jaws. i use windows 10, and jaws 2018. jaws 2018 changed the way it handles the  mute jaws  command. now, instead of muting jaws, insert plus space, s invokes speech on demand, unless you set the default configuration file to do otherwise. i would need to know what you are recording in order to tell you the best way to start and stop recording. i also must turn jaws off in order to keep it out of the recording. for me, there is no dialog to stop jaws from being in the recording. this is why i must turn jaws off. the last time i had a dialog to stop jaws from entering the recording was in windows xp. this is because windows xp used another driver which no longer works in windows 10.         i know of no databases for radio stations in total recorder. total recorder does not work the same as winamp, which has databases for radio stations.         the way i handle starting and stopping a recording is this.         usually, there are two windows open. window 1 is total recorder. window 2 is the stream which is being recorded. i turn jaws off, then use alt plus tab to get back to the total recorder window. then when i want to stop the recording, i use control plus p for stop. then i can use my jaws hotkey control plus j to start jaws again. since the recording is already stopped, jaws will not interfere with the recording process.          sorry i could not offer a more convenient solution. nevertheless, i still feel total recorder is the best option for making internet recordings and for converting files from one format to another.         bill white    billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"413","accessibil mp4 to mp3 converter hopefully can do multiple files at once","if i don't want to be interrupted or distracted by speech, i turn speech off  but leave the braille display working (either speech on demand or turning  speech off altogether does this).    bill white &lt;billwhite92701@...&gt; wrote:","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
"414","accessibil mp4 to mp3 converter hopefully can do multiple files at once","that's wonderful, but i don't have a braille display, and nino might not,  either.    bill white  billwhite92701@...","following","tagged",NULL,"undefined","undefined","Answer","undefined","undefined","undefined"
